Px Code,Generic Name,NDC,Unit Price
63700001,ACETAMINOPHEN 160 MG/5 ML (5 ML) ORAL SUSPENSION,68094001559,9.34
63700001,ACETAMINOPHEN 160 MG/5 ML (5 ML) ORAL SUSPENSION,68094001561,9.34
63700001,ACETAMINOPHEN 160 MG/5 ML (5 ML) ORAL SUSPENSION,68094001562,9.34
63700001,ACETAMINOPHEN 160 MG/5 ML (5 ML) ORAL SUSPENSION,68094058759,6.58
63700001,ACETAMINOPHEN 160 MG/5 ML (5 ML) ORAL SUSPENSION,68094058761,6.58
63700001,ACETAMINOPHEN 160 MG/5 ML (5 ML) ORAL SUSPENSION,68094058762,6.65
63700001,ACETAMINOPHEN 160 MG/5 ML ORAL SUSPENSION,49781001504,2.81
63700001,ACETAMINOPHEN 300 MG-CODEINE 15 MG TABLET,00093005001,4.00
63700001,ACETAMINOPHEN 300 MG-CODEINE 15 MG TABLET,00406048301,4.00
63700001,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,00406048423,4.00
63700001,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,00406048462,4.00
63700001,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,51079016101,4.00
63700001,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,68084037201,4.01
63700001,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,68084037211,4.01
63700001,ACETAMINOPHEN 325 MG RECTAL SUPPOSITORY,00713016406,4.31
63700001,ACETAMINOPHEN 325 MG RECTAL SUPPOSITORY,00713016412,4.31
63700001,ACETAMINOPHEN 325 MG RECTAL SUPPOSITORY,00713016450,4.31
63700001,ACETAMINOPHEN 325 MG RECTAL SUPPOSITORY,51672211600,5.28
63700001,ACETAMINOPHEN 325 MG RECTAL SUPPOSITORY,51672211602,5.28
63700001,ACETAMINOPHEN 325 MG RECTAL SUPPOSITORY,51672211604,3.98
63700001,ACETAMINOPHEN 325 MG TABLET,00536322201,1.00
63700001,ACETAMINOPHEN 325 MG TABLET,00904198261,1.00
63700001,ACETAMINOPHEN 325 MG TABLET,00904198280,1.00
63700001,ACETAMINOPHEN 325 MG TABLET,50580060002,1.00
63700001,ACETAMINOPHEN 325 MG TABLET,63739044001,1.00
63700001,ACETAMINOPHEN 325 MG/10.15 ML ORAL SOLUTION,00121065711,9.42
63700001,ACETAMINOPHEN 325 MG/10.15 ML ORAL SOLUTION,00121131400,9.42
63700001,ACETAMINOPHEN 325 MG/10.15 ML ORAL SOLUTION,00121131411,9.42
25000002,ACETAMINOPHEN 325 MG/10.15 ML ORAL SUSPENSION,68094058859,7.21
63700001,ACETAMINOPHEN 500 MG TABLET,00904198861,1.00
63700001,ACETAMINOPHEN 500 MG TABLET,00904198880,1.00
63700001,ACETAMINOPHEN 500 MG TABLET,00904672080,1.00
63700001,ACETAMINOPHEN 500 MG TABLET,00904673059,1.00
63700001,ACETAMINOPHEN 500 MG TABLET,50580041202,1.00
63700001,ACETAMINOPHEN 500 MG TABLET,50580045150,1.00
63700001,ACETAMINOPHEN 500 MG TABLET,51645070610,1.00
63700001,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,00713016506,4.65
63700001,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,00713016512,4.65
63700001,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,04580273000,4.38
63700001,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,45802073000,3.91
63700001,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,45802073030,4.38
63700001,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,45802073032,3.91
63700001,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,45802073033,2.83
63700001,ACETAMINOPHEN 80 MG CHEWABLE TABLET,00536101407,1.00
63700001,ACETAMINOPHEN 80 MG CHEWABLE TABLET,00904525646,1.00
63700001,ACETAMINOPHEN 80 MG DISINTEGRATING TABLET,00904579146,1.00
63700001,ACETAMINOPHEN 80 MG RECTAL SUPPOSITORY,00472120006,5.28
63700001,ACETAMINOPHEN 80 MG RECTAL SUPPOSITORY,00472120050,4.88
63700001,ACETAMINOPHEN 80 MG RECTAL SUPPOSITORY,51672211400,5.28
63700001,ACETAMINOPHEN 80 MG RECTAL SUPPOSITORY,51672211402,5.28
63700001,ACETAZOLAMIDE 25 MG/ML ORAL SUSPENSION ,99999000184,211.88
63700001,ACETAZOLAMIDE 25 MG/ML ORAL SUSPENSION ,99999100098,211.88
63700001,ACETAZOLAMIDE 250 MG TABLET,00527105001,21.68
63700001,ACETAZOLAMIDE 250 MG TABLET,23155028801,18.97
63700001,ACETAZOLAMIDE 250 MG TABLET,51672402301,18.97
63700001,ACETAZOLAMIDE 250 MG TABLET,68084054101,27.56
63700001,ACETAZOLAMIDE 250 MG TABLET,68084054111,27.56
63600002,ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION,00143950301,263.52
63600002,ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION,25021081710,263.52
63600002,ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION,39822019001,273.40
63600002,ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION,39822019007,273.40
63600002,ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION,39822019109,273.40
63700001,"ACETAZOLAMIDE ER 500 MG CAPSULE,EXTENDED RELEASE",00555051302,28.25
63700001,"ACETAZOLAMIDE ER 500 MG CAPSULE,EXTENDED RELEASE",23155012001,28.25
63700001,"ACETAZOLAMIDE ER 500 MG CAPSULE,EXTENDED RELEASE",68084040111,32.21
63700001,"ACETAZOLAMIDE ER 500 MG CAPSULE,EXTENDED RELEASE",68084040121,32.21
25000002,ACETIC ACID (BULK) 100 % LIQUID,38779058208,518.10
25000002,ACETIC ACID (BULK) 100 % LIQUID,51552020905,445.59
25000002,ACETIC ACID (BULK) 100 % LIQUID,51927129700,1.84
25000002,ACETIC ACID (BULK) 100 % LIQUID,62991274501,544.50
25000002,ACETIC ACID (BULK) 3 % LIQUID,51552005106,294.13
25000002,ACETIC ACID (BULK) 5 % LIQUID,51552005506,307.30
25000002,ACETIC ACID 0.25 % IRRIGATION SOLUTION,00338065604,46.06
25000002,ACETIC ACID 0.25 % IRRIGATION SOLUTION,00409614309,39.48
63700001,ACETIC ACID 2 % EAR SOLUTION,00603703841,219.55
63700001,ACETIC ACID 2 % EAR SOLUTION,50383088915,219.63
63700001,ACETIC ACID 2 % EAR SOLUTION,60432074115,219.63
63700001,ACETIC ACID VAGINAL SOLUTION,15127002057,7.00
63700001,ACETIC ACID VAGINAL SOLUTION,41608008747,6.13
25000002,ACETYLCHOLINE CHLORIDE 1 % (10 MG/ML) INTRAOCULAR KIT,24208053920,472.54
63600002,ACETYLCYSTEINE 100 MG/ML (10 %) SOLUTION,00409330703,78.76
63600002,ACETYLCYSTEINE 100 MG/ML (10 %) SOLUTION,00517750425,65.56
63600002,ACETYLCYSTEINE 100 MG/ML (10 %) SOLUTION,63323069504,80.78
63600002,ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION,00574080530,744.48
63600002,ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION,00574081500,744.48
63600002,ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION,00574081530,744.48
63600002,ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION,63323096330,744.48
63600002,ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION,66220020730,853.88
63600002,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,00409330803,80.74
63600002,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,00517760425,82.15
63600002,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,00517763003,82.32
63600002,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,63323069030,137.36
63600002,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,63323069404,84.26
63600002,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,99999100082,1.69
63700001,ACETYLCYSTEINE-MECOBALAMIN-LEVOMEFOLATE CALC. 600 MG-2 MG-6 MG TABLET,76439036190,18.00
63700001,ACLIDINIUM BROMIDE 400 MCG/ACTUATION BREATH ACTIVATED POWDER INHALER,00456080060,"1,114.34"
63700001,ACTIVATED CHARCOAL 25 GRAM/120 ML ORAL SUSPENSION,00574012104,91.57
63700001,ACTIVATED CHARCOAL 25 GRAM/120 ML ORAL SUSPENSION,00574012174,91.57
63700001,ACTIVATED CHARCOAL 25 GRAM/120 ML ORAL SUSPENSION,66689020204,108.70
63700001,ACTIVATED CHARCOAL 50 GRAM/240 ML ORAL SUSPENSION,00574012108,130.44
63700001,ACTIVATED CHARCOAL 50 GRAM/240 ML ORAL SUSPENSION,00574012176,130.44
63700001,ACTIVATED CHARCOAL 50 GRAM/240 ML ORAL SUSPENSION,66689020108,151.52
63700001,ACTIVATED CHARCOAL 50 GRAM/240 ML ORAL SUSPENSION,66689020208,151.52
63700001,ACTIVATED CHARCOAL-SORBITOL 25 GRAM/120 ML ORAL SUSPENSION,00574012004,91.57
63700001,ACTIVATED CHARCOAL-SORBITOL 25 GRAM/120 ML ORAL SUSPENSION,00574012074,91.57
63700001,ACTIVATED CHARCOAL-SORBITOL 25 GRAM/120 ML ORAL SUSPENSION,66689020304,108.70
63700001,ACYCLOVIR 200 MG CAPSULE,00093894001,6.40
63700001,ACYCLOVIR 200 MG CAPSULE,00904578961,1.07
63700001,ACYCLOVIR 200 MG CAPSULE,63304065201,7.37
63700001,ACYCLOVIR 200 MG CAPSULE,68084010711,8.62
63700001,ACYCLOVIR 200 MG/5 ML ORAL SUSPENSION,00472008216,"2,941.10"
63700001,ACYCLOVIR 200 MG/5 ML ORAL SUSPENSION,40085084296,"3,127.90"
63700001,ACYCLOVIR 200 MG/5 ML ORAL SUSPENSION,50383081016,"2,928.71"
63700001,ACYCLOVIR 200 MG/5 ML ORAL SUSPENSION,99999100084,30.96
63700001,ACYCLOVIR 5 % TOPICAL OINTMENT,51079055067,616.25
63700001,ACYCLOVIR 5 % TOPICAL OINTMENT,51079055068,616.25
63600002,ACYCLOVIR 7 MG/ML IV SYRINGE (PEDIATRIC) ,99999100466,1.58
63700001,ACYCLOVIR 800 MG TABLET,00093894701,24.13
63700001,ACYCLOVIR 800 MG TABLET,60505530701,27.74
63700001,ACYCLOVIR 800 MG TABLET,68084010911,29.94
63700001,ACYCLOVIR 800 MG TABLET,68382079201,24.10
63600002,"ACYCLOVIR SODIUM 1,000 MG INTRAVENOUS SOLUTION",55390061320,72.25
63600002,ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION,55150015410,105.28
63600002,ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION,55150015411,105.28
63600002,ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION,55150015521,197.40
63600002,ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION,63323032510,148.44
63600002,ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION,63323032514,33.95
63600002,ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION,63323032520,276.36
63600002,ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION,63323032524,67.91
63600002,ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION,00409193202,637.36
63600002,ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION,00703877701,505.49
63600002,ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION,17478054430,658.94
63600002,ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION,67457085730,776.16
63600002,ADENOSINE 0.3 MG/ML IV DILUTION (INFANT/PEDS) ,99999100611,244.71
63600002,ADENOSINE 0.3 MG/ML IV DILUTION (NEONATE) ,99999100609,244.71
63600002,ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION,17478054202,48.94
63600002,ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION,63323065102,72.14
63600002,ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION,99999100612,48.94
63600002,ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION,99999100613,48.94
63700001,ALBENDAZOLE 200 MG TABLET,52054055022,723.97
63700001,ALBENDAZOLE 200 MG TABLET,52054055028,537.27
63600002,"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION",00053768032,474.12
63600002,"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION",00053768091,474.12
63600002,"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION",44206025105,474.12
63600002,"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION",67467064301,302.47
63600002,"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION",68209064301,302.47
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",00944049102,864.60
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",13533068520,214.66
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",13533068521,214.66
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",44206031025,474.12
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",44206031050,712.80
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",44206031090,474.12
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",44206031091,712.80
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",68516521404,544.36
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",68516521405,214.66
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",68516521406,214.66
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION ",67467062302,365.47
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION ",68982062302,365.47
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION ",99999910003,520.22
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 250 ML ",00944049101,575.09
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 250 ML ",00944049505,614.60
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 250 ML ",13533068525,264.50
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 250 ML ",13533068526,264.50
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 250 ML ",13533069025,264.50
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 250 ML ",13533069026,264.50
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 250 ML ",44206031025,474.12
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 250 ML ",44206031090,474.12
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 250 ML ",68516521401,272.18
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 250 ML ",68516521403,272.18
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 250 ML ",76125078525,252.43
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 250 ML ",76125078526,252.43
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 250 ML ",76125079025,252.43
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 250 ML ",76125079026,252.43
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 50 ML ",13533068520,214.66
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 50 ML ",13533068521,214.66
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 50 ML ",13533069020,214.66
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 50 ML ",13533069021,214.66
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 50 ML ",68516521405,214.66
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 50 ML ",68516521406,214.66
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 500 ML ",00944049102,864.60
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 500 ML ",44206031050,712.80
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 500 ML ",44206031091,712.80
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 500 ML ",67467062303,549.45
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 500 ML ",68516521402,544.36
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 500 ML ",68516521404,544.36
63600002,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION (OR USE) 500 ML ",68982062303,549.45
63700001,ALBUTEROL SULFATE 2 MG/5 ML SYRUP,00093066116,387.56
63700001,ALBUTEROL SULFATE 2 MG/5 ML SYRUP,50383074016,400.06
63700001,ALBUTEROL SULFATE 2 MG/5 ML SYRUP,99999100085,4.21
63600002,ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION,00378827031,10.30
63600002,ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION,00487950101,5.27
63600002,ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION,00487950103,5.27
63700001,ALBUTEROL SULFATE 4 MG TABLET,00378057201,38.66
63700001,ALBUTEROL SULFATE 4 MG TABLET,51079065801,96.44
63600002,ALBUTEROL SULFATE CONCENTRATE 2.5 MG/0.5 ML SOLUTION FOR NEBULIZATION,00487990130,5.92
63600002,ALBUTEROL SULFATE CONCENTRATE 5 MG/ML(0.5 %) SOLUTION FOR NEBULIZATION,24208034720,114.52
63600002,ALBUTEROL SULFATE CONCENTRATE 5 MG/ML(0.5 %) SOLUTION FOR NEBULIZATION,50383074120,219.60
63700001,"ALBUTEROL SULFATE ER 4 MG TABLET,EXTENDED RELEASE,12 HR",00378412201,11.74
63700001,ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER,00173068220,274.91
63700001,ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER,00173068221,141.16
63700001,ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER,00173068224,141.16
63700001,ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER,00173068254,118.80
63700001,ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER,59310057922,296.06
63700001,ALBUTEROL SULFATE HFA 90 MCG/ACTUATION INHALER ,00085113201,396.99
63700001,ALBUTEROL SULFATE HFA 90 MCG/ACTUATION INHALER ,9999022490,141.16
63700001,ALCLOMETASONE 0.05 % TOPICAL CREAM,00168026315,263.93
63700001,ALCLOMETASONE 0.05 % TOPICAL CREAM,51672130601,263.93
63600002,ALDESLEUKIN 22 MILLION UNIT INTRAVENOUS SOLUTION,65483011607,"11,460.24"
63700001,ALENDRONATE 10 MG TABLET,51079094101,19.23
63700001,ALENDRONATE 35 MG TABLET,00093517219,16.07
63700001,ALENDRONATE 70 MG TABLET,51079094201,112.34
63700001,ALENDRONATE 70 MG TABLET,51079094205,112.34
63700001,"ALFUZOSIN ER 10 MG TABLET,EXTENDED RELEASE 24 HR",47335095688,2.76
63700001,"ALFUZOSIN ER 10 MG TABLET,EXTENDED RELEASE 24 HR",60505285001,27.75
63700001,"ALFUZOSIN ER 10 MG TABLET,EXTENDED RELEASE 24 HR",69097084407,27.75
63700001,"ALFUZOSIN ER 10 MG TABLET,EXTENDED RELEASE 24 HR",76282030201,27.71
63700001,ALISKIREN 150 MG TABLET,70839015030,43.44
63700001,ALLOPURINOL 100 MG TABLET,00378013701,3.18
63700001,ALLOPURINOL 100 MG TABLET,00904657161,2.61
63700001,ALLOPURINOL 100 MG TABLET,51079020501,2.48
63700001,ALLOPURINOL 100 MG TABLET,51079020520,2.48
63700001,ALLOPURINOL 100 MG TABLET,62584098811,3.28
63700001,ALLOPURINOL 100 MG TABLET,63739041010,1.97
63700001,ALLOPURINOL 300 MG TABLET,00904657261,5.32
63700001,ALLOPURINOL 300 MG TABLET,50268006411,5.51
63700001,ALLOPURINOL 300 MG TABLET,50268006415,5.51
63700001,ALLOPURINOL 300 MG TABLET,51079020601,4.99
63700001,ALLOPURINOL 300 MG TABLET,51079020620,4.99
63700001,ALLOPURINOL 300 MG TABLET,55111073001,6.08
63700001,ALLOPURINOL 300 MG TABLET,62584071301,6.20
63700001,ALLOPURINOL 300 MG TABLET,62584071311,6.20
25000002,ALLOPURINOL 500 MG INTRAVENOUS SOLUTION,00143953301,"15,444.00"
25000002,ALLOPURINOL 500 MG INTRAVENOUS SOLUTION,67457018750,"15,788.75"
63700001,ALPRAZOLAM 0.25 MG TABLET,00904585861,4.00
63700001,ALPRAZOLAM 0.25 MG TABLET,59762371901,4.06
63700001,ALPRAZOLAM 0.25 MG TABLET,63739064410,4.00
63700001,ALPRAZOLAM 0.25 MG TABLET,67253090010,4.57
63700001,ALPRAZOLAM 0.25 MG TABLET,68084064711,4.29
63700001,ALPRAZOLAM 0.5 MG TABLET,00904585961,4.00
63700001,ALPRAZOLAM 0.5 MG TABLET,51079078901,5.00
63700001,ALPRAZOLAM 0.5 MG TABLET,51079078920,4.00
63700001,ALPRAZOLAM 0.5 MG TABLET,63739066910,4.00
63700001,ALPRAZOLAM 0.5 MG TABLET,68084067201,5.24
63700001,ALPRAZOLAM 0.5 MG TABLET,68084067211,5.24
63600002,ALPROSTADIL 10 MCG INTRACAVERNOSAL KIT,52244001002,597.44
63600002,ALPROSTADIL 20 MCG INTRACAVERNOSAL SOLUTION,00009370105,355.58
63600002,ALPROSTADIL 500 MCG/ML INJECTION SOLUTION,00009316901,570.77
63600002,ALPROSTADIL 500 MCG/ML INJECTION SOLUTION,00009316906,570.77
63600002,ALPROSTADIL 500 MCG/ML INJECTION SOLUTION,00703150102,267.40
63600002,ALTEPLASE (PEDS) 0.1 MG/ML NS INTRAPLEURAL SOLUTION ,99999100588,"1,826.55"
63600002,ALTEPLASE 100 MG INTRAVENOUS SOLUTION,50242008525,"33,834.40"
63600002,ALTEPLASE 100 MG INTRAVENOUS SOLUTION,50242008527,"33,834.40"
63600002,ALTEPLASE 2 MG INTRA-CATHETER SOLUTION,50242004163,582.79
63600002,ALTEPLASE 2 MG INTRA-CATHETER SOLUTION,50242004164,582.79
63600002,ALTEPLASE 2 MG INTRA-CATHETER SOLUTION,99999100640,582.79
63600002,ALTEPLASE 50 MG IN 50 ML STERILE WATER IV SYRINGE FOR PULMONARY EMBOLISM ,99999100697,"17,424.83"
63600002,ALTEPLASE 50 MG INTRAVENOUS SOLUTION,50242004406,"16,917.20"
63600002,ALTEPLASE 50 MG INTRAVENOUS SOLUTION,50242004413,"16,917.20"
25000002,"ALUM, AMMONIUM (BULK) POWDER",00395004912,106.40
63700001,ALUMINUM CHLORIDE 20 % TOPICAL SOLUTION,00096070737,51.32
63700001,ALUMINUM CHLORIDE 20 % TOPICAL SOLUTION,00096070760,76.59
63700001,ALUMINUM HYDROXIDE GEL 320 MG/5 ML ORAL SUSPENSION,00121073330,4.54
63700001,ALUMINUM HYDROXIDE GEL 320 MG/5 ML ORAL SUSPENSION,00536009185,2.37
